FIP,FIP2,Geography,countyGov,NACo Member,countySize,stateFips,countyFips,censusRegion,metroMicro,topGDPSector13,topEMPSector13
6105,6105,Trinity County (CA),Yes,Yes,0,6,105,W,0,government,government
6107,6107,Tulare County (CA),Yes,No,1,6,107,W,2,services,services
6109,6109,Tuolumne County (CA),Yes,Yes,1,6,109,W,1,services,services
6111,6111,Ventura County (CA),Yes,Yes,2,6,111,W,2,services,services
6113,6113,Yolo County (CA),Yes,Yes,1,6,113,W,2,services,services
6115,6115,Yuba County (CA),Yes,No,1,6,115,W,2,services,government
8001,8001,Adams County (CO),Yes,Yes,1,8,1,W,2,services,services
8003,8003,Alamosa County (CO),Yes,Yes,0,8,3,W,0,services,services
8005,8005,Arapahoe County (CO),Yes,Yes,2,8,5,W,2,services,services
8007,8007,Archuleta County (CO),Yes,Yes,0,8,7,W,0,services,services
8009,8009,Baca County (CO),Yes,Yes,0,8,9,W,0,government,agriculture
8011,8011,Bent County (CO),Yes,Yes,0,8,11,W,0,services,government
8013,8013,Boulder County (CO),Yes,Yes,1,8,13,W,2,services,services
8014,8014,Broomfield County (CO),Yes,Yes,1,8,14,W,2,services,services
8015,8015,Chaffee County (CO),Yes,Yes,0,8,15,W,0,services,services
8017,8017,Cheyenne County (CO),Yes,No,0,8,17,W,0,services,services
8019,8019,Clear Creek County (CO),Yes,Yes,0,8,19,W,2,raw materials,services
8021,8021,Conejos County (CO),Yes,Yes,0,8,21,W,0,services,services
8023,8023,Costilla County (CO),Yes,Yes,0,8,23,W,0,services,government
8025,8025,Crowley County (CO),Yes,Yes,0,8,25,W,0,services,government
8027,8027,Custer County (CO),Yes,Yes,0,8,27,W,0,services,services
8029,8029,Delta County (CO),Yes,Yes,0,8,29,W,0,services,services
8031,8031,Denver County (CO),Yes,Yes,2,8,31,W,2,services,services
8033,8033,Dolores County (CO),Yes,Yes,0,8,33,W,0,services,agriculture
8035,8035,Douglas County (CO),Yes,Yes,1,8,35,W,2,services,services
8037,8037,Eagle County (CO),Yes,Yes,1,8,37,W,1,services,services
8039,8039,Elbert County (CO),Yes,No,0,8,39,W,2,services,services
8041,8041,El Paso County (CO),Yes,Yes,2,8,41,W,2,services,services
8043,8043,Fremont County (CO),Yes,Yes,0,8,43,W,1,services,services
8045,8045,Garfield County (CO),Yes,Yes,1,8,45,W,1,services,services
8047,8047,Gilpin County (CO),Yes,Yes,0,8,47,W,2,services,services
8049,8049,Grand County (CO),Yes,Yes,0,8,49,W,0,services,services
8051,8051,Gunnison County (CO),Yes,Yes,0,8,51,W,0,services,services
8053,8053,Hinsdale County (CO),Yes,Yes,0,8,53,W,0,services,services
8055,8055,Huerfano County (CO),Yes,Yes,0,8,55,W,0,services,services
8057,8057,Jackson County (CO),Yes,Yes,0,8,57,W,0,services,services
8059,8059,Jefferson County (CO),Yes,Yes,2,8,59,W,2,services,services
8061,8061,Kiowa County (CO),Yes,Yes,0,8,61,W,0,services,agriculture
8063,8063,Kit Carson County (CO),Yes,Yes,0,8,63,W,0,services,services
8065,8065,Lake County (CO),Yes,Yes,0,8,65,W,0,services,services
8067,8067,La Plata County (CO),Yes,Yes,1,8,67,W,1,services,services
8069,8069,Larimer County (CO),Yes,Yes,1,8,69,W,2,services,services
8071,8071,Las Animas County (CO),Yes,Yes,0,8,71,W,0,services,services
8073,8073,Lincoln County (CO),Yes,Yes,0,8,73,W,0,services,services
8075,8075,Logan County (CO),Yes,No,0,8,75,W,1,services,services
8077,8077,Mesa County (CO),Yes,Yes,1,8,77,W,2,services,services
8079,8079,Mineral County (CO),Yes,Yes,0,8,79,W,0,services,services
8081,8081,Moffat County (CO),Yes,Yes,0,8,81,W,1,services,services
8083,8083,Montezuma County (CO),Yes,Yes,0,8,83,W,0,services,services
8085,8085,Montrose County (CO),Yes,Yes,0,8,85,W,1,services,services
8087,8087,Morgan County (CO),Yes,Yes,0,8,87,W,1,services,services
8089,8089,Otero County (CO),Yes,Yes,0,8,89,W,0,services,services
8091,8091,Ouray County (CO),Yes,Yes,0,8,91,W,0,services,services
8093,8093,Park County (CO),Yes,Yes,0,8,93,W,2,services,services
8095,8095,Phillips County (CO),Yes,Yes,0,8,95,W,0,services,services
8097,8097,Pitkin County (CO),Yes,Yes,0,8,97,W,1,services,services
8099,8099,Prowers County (CO),Yes,Yes,0,8,99,W,0,services,services
8101,8101,Pueblo County (CO),Yes,Yes,1,8,101,W,2,services,services
8103,8103,Rio Blanco County (CO),Yes,Yes,0,8,103,W,0,raw materials,government
8105,8105,Rio Grande County (CO),Yes,Yes,0,8,105,W,0,services,services
8107,8107,Routt County (CO),Yes,Yes,0,8,107,W,1,services,services
8109,8109,Saguache County (CO),Yes,Yes,0,8,109,W,0,raw materials,services
8111,8111,San Juan County (CO),Yes,Yes,0,8,111,W,0,services,services
8113,8113,San Miguel County (CO),Yes,Yes,0,8,113,W,0,services,services
8115,8115,Sedgwick County (CO),Yes,Yes,0,8,115,W,0,services,services
8117,8117,Summit County (CO),Yes,Yes,0,8,117,W,1,services,services
8119,8119,Teller County (CO),Yes,Yes,0,8,119,W,2,services,services
8121,8121,Washington County (CO),Yes,Yes,0,8,121,W,0,services,agriculture
8123,8123,Weld County (CO),Yes,Yes,1,8,123,W,2,services,services
8125,8125,Yuma County (CO),Yes,Yes,0,8,125,W,0,services,services
9001,9001,Fairfield County (CT),No,No,2,9,1,NE,0,services,services
9003,9003,Hartford County (CT),No,No,2,9,3,NE,0,services,services
9005,9005,Litchfield County (CT),No,No,1,9,5,NE,0,services,services
9007,9007,Middlesex County (CT),No,No,1,9,7,NE,0,services,services
9009,9009,New Haven County (CT),No,No,2,9,9,NE,0,services,services
9011,9011,New London County (CT),No,No,1,9,11,NE,0,services,services
9013,9013,Tolland County (CT),No,No,1,9,13,NE,0,services,services
9015,9015,Windham County (CT),No,No,1,9,15,NE,0,services,services
10001,10001,Kent County (DE),Yes,Yes,1,10,1,S,2,services,services
10003,10003,New Castle County (DE),Yes,Yes,2,10,3,S,2,services,services
10005,10005,Sussex County (DE),Yes,Yes,1,10,5,S,2,services,services
11001,11001,District of Columbia (DC),Yes,No,2,11,1,S,2,services,services
12001,12001,Alachua County (FL),Yes,Yes,1,12,1,S,2,services,services
12003,12003,Baker County (FL),Yes,No,0,12,3,S,2,services,services
12005,12005,Bay County (FL),Yes,Yes,1,12,5,S,2,services,services
12007,12007,Bradford County (FL),Yes,Yes,0,12,7,S,0,services,services
12009,12009,Brevard County (FL),Yes,Yes,2,12,9,S,2,services,services
12011,12011,Broward County (FL),Yes,Yes,2,12,11,S,2,services,services
12013,12013,Calhoun County (FL),Yes,Yes,0,12,13,S,0,services,services
12015,12015,Charlotte County (FL),Yes,No,1,12,15,S,2,services,services
12017,12017,Citrus County (FL),Yes,Yes,1,12,17,S,2,services,services
12019,12019,Clay County (FL),Yes,Yes,1,12,19,S,2,services,services
12021,12021,Collier County (FL),Yes,Yes,1,12,21,S,2,services,services
12023,12023,Columbia County (FL),Yes,Yes,1,12,23,S,1,services,services
12027,12027,DeSoto County (FL),Yes,Yes,0,12,27,S,1,services,services
12029,12029,Dixie County (FL),Yes,Yes,0,12,29,S,0,services,government
12031,12031,Duval County (FL),Yes,No,2,12,31,S,2,services,services
12033,12033,Escambia County (FL),Yes,Yes,1,12,33,S,2,services,services
12035,12035,Flagler County (FL),Yes,Yes,1,12,35,S,2,services,services
12037,12037,Franklin County (FL),Yes,Yes,0,12,37,S,0,services,services
12039,12039,Gadsden County (FL),Yes,Yes,0,12,39,S,2,services,services
12041,12041,Gilchrist County (FL),Yes,Yes,0,12,41,S,2,services,services
12043,12043,Glades County (FL),Yes,Yes,0,12,43,S,0,services,services
12045,12045,Gulf County (FL),Yes,Yes,0,12,45,S,2,services,services
12047,12047,Hamilton County (FL),Yes,Yes,0,12,47,S,0,services,government
12049,12049,Hardee County (FL),Yes,Yes,0,12,49,S,1,services,services
12051,12051,Hendry County (FL),Yes,Yes,0,12,51,S,1,services,services
12053,12053,Hernando County (FL),Yes,No,1,12,53,S,2,services,services
12055,12055,Highlands County (FL),Yes,Yes,1,12,55,S,2,services,services
12057,12057,Hillsborough County (FL),Yes,Yes,2,12,57,S,2,services,services
12059,12059,Holmes County (FL),Yes,Yes,0,12,59,S,0,services,services
12061,12061,Indian River County (FL),Yes,Yes,1,12,61,S,2,services,services
12063,12063,Jackson County (FL),Yes,Yes,0,12,63,S,0,services,services
12065,12065,Jefferson County (FL),Yes,Yes,0,12,65,S,2,services,services
12067,12067,Lafayette County (FL),Yes,Yes,0,12,67,S,0,services,services
12069,12069,Lake County (FL),Yes,Yes,1,12,69,S,2,services,services
12071,12071,Lee County (FL),Yes,Yes,2,12,71,S,2,services,services
12073,12073,Leon County (FL),Yes,Yes,1,12,73,S,2,services,services
12075,12075,Levy County (FL),Yes,Yes,0,12,75,S,0,services,services
12077,12077,Liberty County (FL),Yes,Yes,0,12,77,S,0,services,services
12079,12079,Madison County (FL),Yes,Yes,0,12,79,S,0,services,services
12081,12081,Manatee County (FL),Yes,Yes,1,12,81,S,2,services,services
12083,12083,Marion County (FL),Yes,Yes,1,12,83,S,2,services,services
12085,12085,Martin County (FL),Yes,Yes,1,12,85,S,2,services,services
12086,12086,Miami-Dade County (FL),Yes,Yes,2,12,86,S,2,services,services
12087,12087,Monroe County (FL),Yes,Yes,1,12,87,S,1,services,services
12089,12089,Nassau County (FL),Yes,Yes,1,12,89,S,2,services,services
12091,12091,Okaloosa County (FL),Yes,Yes,1,12,91,S,2,services,services
12093,12093,Okeechobee County (FL),Yes,Yes,0,12,93,S,1,services,services
12095,12095,Orange County (FL),Yes,No,2,12,95,S,2,services,services
