FIP,Geography,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,
1055,Etowah County (AL),1865.46582,1899.113403,1991.267334,2037.827759,2085.529541,2134.298096,2208.50415,2281.195068,2345.330322,2380.184814,2412.673828,2335.984619,2416.373535,2405.697266,2500.116211,2578.532715,2599.123291,2615.559082,2665.760742,2485.456787,2533.100098,2550.659668,2550.231934,2561.044189,
1057,Fayette County (AL),286.9318848,290.0400085,306.5471497,311.5345154,343.9030457,353.6200562,349.2729187,339.2472229,351.6160278,365.46521,414.3769836,411.3074646,352.9907227,420.2900391,429.9038391,442.8427124,431.1886292,369.4048462,331.2607117,299.9317627,306.0986633,295.1845703,297.5137634,302.1753845,
1059,Franklin County (AL),447.7149048,468.7124329,498.7322693,514.7095337,544.1404419,564.9821777,601.2161865,620.9163818,661.6923828,685.3502808,678.4816284,661.0915527,638.4084473,669.8780518,726.3432617,786.309021,793.4113159,788.1873169,745.0789185,706.2919922,773.0297241,773.7407227,792.0685425,780.9058838,
1061,Geneva County (AL),308.0419006,317.211731,362.2796631,381.9473877,414.0383606,571.6360474,448.8718872,436.8626709,441.637207,439.4718018,455.8978882,461.1013794,455.538269,483.0810242,523.4348145,542.2330322,534.4896851,543.6986694,539.4650269,502.6408691,482.7603455,457.5003967,454.1177979,453.2799377,
1063,Greene County (AL),161.6811371,168.7462463,167.5207825,165.2482147,165.535614,170.9685974,164.9936829,158.9634247,163.1596527,164.2290192,166.4254761,196.3881073,201.975708,208.9535065,241.7019958,239.4111938,224.8401947,215.8709717,194.7292786,194.8435974,179.1576233,174.4328461,177.0824738,170.2012939,
1065,Hale County (AL),205.6174774,205.1300354,213.302536,209.6540833,205.2642365,206.3937378,213.1361389,225.5847931,236.5662842,236.3676453,241.3262177,253.6659851,240.6590576,244.8919373,249.880127,256.506012,244.6213226,243.628006,228.1512909,222.9113007,219.8549957,213.443924,215.7091827,210.8332367,
1067,Henry County (AL),222.4714966,230.5161743,248.2535553,229.0020447,239.6993256,246.4127808,275.4677124,273.806488,289.0230408,319.8348999,322.3936157,345.6624756,357.6598206,356.485199,344.8779297,364.9794006,361.3565369,334.1295776,297.0541382,288.5792847,275.2712402,264.6483459,259.8161011,272.8298035,
1069,Houston County (AL),2266.00708,2327.269531,2415.638672,2402.660645,2494.394775,2527.164307,2734.4729,2816.12793,2879.988525,3024.17334,3058.439941,3127.148926,3233.873779,3325.416016,3489.866455,3568.58374,3611.702148,3679.669434,3708.655273,3543.100342,3619.147461,3594.596924,3609.690186,3655.039795,
1071,Jackson County (AL),896.4599609,894.0621338,906.703125,945.3052368,952.2759399,969.5081787,1019.135315,1088.660522,1124.469604,1189.73291,1227.800659,1179.932495,1188.271484,1183.581299,1362.841553,1316.355103,1296.386597,1310.075806,1248.375732,1148.359985,1174.118774,1160.635498,1174.318726,1178.563965,
1073,Jefferson County (AL),23017.59375,23663.95313,24345.01367,24505.10156,25277.82422,26129.23047,27276.875,27777.22461,28354.74219,29330.49023,29738.88086,30238.27734,31136.05078,30949.70313,31629.9707,32044.88086,32098.83203,31346.15625,31835.01172,30427.99414,30868.58789,31305.35938,31926.04883,31948.07422,
1075,Lamar County (AL),254.7281036,260.5034485,264.8466492,270.1028748,273.4530334,290.4408264,299.4255676,306.3681335,319.1464233,324.1990967,323.3068237,308.2808838,296.7754822,271.4284668,279.5743103,287.6949768,291.9532166,273.0820923,263.1495361,232.3403625,243.8363647,256.1188965,259.6045837,267.7039795,
1077,Lauderdale County (AL),1409.969604,1475.144653,1630.540283,1690.585693,1742.352051,1832.225098,1903.867065,1952.472534,1926.178345,1951.43689,1974.400513,1954.25061,1902.031738,1885.976074,1950.123779,2099.492676,2174.654297,2234.609131,2246.994141,2238.87207,2247.34668,2270.379883,2281.287354,2296.260498,
1079,Lawrence County (AL),503.8102112,547.0755615,546.7883911,532.9486694,479.5580139,498.0512085,528.3049927,568.5154419,612.8686523,641.8620605,629.9968872,580.8394775,559.960144,564.2556152,708.4949951,729.2174683,708.8344727,646.1777344,614.6433716,652.5127563,623.3080444,585.9449463,583.4816895,602.0466309,
1081,Lee County (AL),1990.522217,1992.451294,2100.23291,2134.875977,2274.562744,2367.395752,2482.521973,2628.753174,2601.434082,2715.383545,2807.371338,2914.625732,2979.46582,3021.351563,3268.41748,3402.361816,3542.198975,3641.544434,3748.518066,3618.260742,3731.528564,3827.875,3891.669678,3982.681885,
1083,Limestone County (AL),1241.804077,1189.474487,1315.802124,1341.841675,1348.904785,1350.422974,1238.135986,1272.118408,1354.44519,1413.114014,1445.782837,1422.575195,1469.247314,1594.821167,1696.517334,1745.439941,1814.469727,1906.904297,1807.702759,1653.275146,1662.26062,1697.43457,1728.181152,1806.350708,
1085,Lowndes County (AL),163.4545288,150.3306732,153.18573,150.5259857,159.1053467,165.8579559,172.1216736,176.0915985,176.9888153,184.5867157,204.3560791,253.0531921,207.7211456,220.2018585,256.9659119,278.5114746,288.8389587,287.4678345,270.8504333,253.9703674,249.8958893,254.4040375,259.1605835,252.6177826,
1087,Macon County (AL),480.4872742,491.5473022,490.5620728,492.8066711,500.9342957,513.3474731,498.458252,471.5166626,483.6542664,460.2891846,452.9645081,436.5274353,447.1135559,437.8812256,446.6143494,456.8753662,447.9353638,449.8960266,464.1954346,472.5230713,440.9892273,415.3347168,395.770874,412.3779297,
1089,Madison County (AL),8621.655273,8901.992188,9397.507813,9412.708984,9467.696289,9540.305664,9714.961914,9799.616211,10249.28223,10727.35156,10869.40137,11230.83398,11936.83496,12603.3916,13414.1123,14037.46484,14621.07617,15029.86621,15627.56641,15843.1748,16842.92969,17243.90234,17250.68555,17500.4375,
1091,Marengo County (AL),362.6232605,382.6412964,409.2340088,407.3372803,436.4556274,449.266571,474.613739,476.033844,501.581604,537.09198,538.4491577,543.5450439,559.5334473,585.9084473,604.7570801,595.0698853,606.0386353,539.0795898,520.0742188,507.0126648,513.4004517,498.2752686,497.2330017,498.9044189,
1093,Marion County (AL),504.0013428,530.7991943,568.5048828,575.4451904,606.3278809,680.8775024,694.2944336,733.8822021,764.2210693,792.6445313,717.6481323,651.505249,651.711792,721.362793,797.0845337,856.8262939,868.7692261,801.7227173,766.626709,705.9346924,707.2280884,719.7069702,731.8295898,733.3616333,
1095,Marshall County (AL),1509.505615,1546.1427,1719.30957,1775.502075,1898.381226,1990.107544,2040.360352,2137.944824,2213.397461,2363.199951,2375.673096,2407.582275,2470.210205,2482.438232,2621.653076,2713.46875,2731.027832,2786.671875,2810.840576,2635.32251,2628.164307,2554.568604,2611.314453,2653.089844,
1097,Mobile County (AL),9038.744141,9730.863281,10340.8125,10647.29688,10877.73828,11064.34277,11596.10254,12475.07617,12669.87305,12938.59473,13216.38086,13387.24414,13452.21582,13457.35645,13718.12793,13996.30078,14480.52539,14719.05566,14953.86328,14471.98828,14931.06836,15128.9082,15216.80566,15551.18066,
1099,Monroe County (AL),616.1357422,664.3891602,594.4974365,574.5819092,567.1048584,619.2158813,616.3336182,606.0598755,597.010498,599.9437866,623.3874512,610.4542236,608.8150024,609.9320068,712.6182251,723.2360229,712.479126,665.6835327,601.4839478,550.6899414,509.3146973,485.578064,488.8055725,492.3951416,
1101,Montgomery County (AL),7497.433594,7568.849609,7937.114746,8065.112305,8291.524414,8448.189453,8802.185547,8991.549805,9320.669922,9760.25293,9825.012695,9927.708008,10290.05664,10249.49512,10383.70605,10789.73242,10978.39453,10974.4375,11022.4834,10606.91016,10864.34961,10920.75391,11005.86914,11207.31543,
1103,Morgan County (AL),2543.116455,2581.037354,2620.544189,2666.04126,2800.354736,2968.642334,3141.403076,3305.614746,3276.629639,3419.179199,3517.822754,3592.850342,3517.194824,3627.148438,3831.595703,3763.389404,3826.839844,3997.974121,3863.433594,3622.962158,3730.356689,3767.115967,3869.349365,3977.516602,
1105,Perry County (AL),154.4950867,152.1004486,161.6082764,159.9801178,162.8661194,161.1431122,160.9368744,168.371933,179.2297668,185.8466034,174.5192871,164.8427887,165.1834869,171.3585205,172.3100891,161.1401367,158.3935547,158.4398651,157.2220764,158.8290863,155.3322449,151.9709015,149.1648712,147.5688934,
1107,Pickens County (AL),254.348053,266.8032532,273.456604,277.2979126,289.6673584,289.2621765,286.1072998,292.2962341,303.4157715,301.3916321,293.2174377,306.8369751,321.6235657,309.3346863,312.9334412,320.0859375,305.4850464,297.2772827,288.4767761,298.7721863,298.1648865,279.7439575,280.2244873,272.1230164,
1109,Pike County (AL),558.907959,557.375,597.7410278,624.8499146,659.5346069,680.8756104,693.0009766,697.5570068,728.8792114,770.4129028,786.1567383,765.638916,791.1013184,851.4962769,943.3787231,981.5056152,995.2869263,1051.731445,1069.707397,1053.924561,1080.902466,1073.909912,1089.013794,1063.929321,
1111,Randolph County (AL),283.8869629,290.2359924,308.4872131,307.450531,334.89328,334.5303345,335.0280151,352.8946228,372.158905,375.2879333,379.9084778,365.9906921,359.2836914,368.3513794,427.8408813,411.0843201,404.2236023,393.9420471,399.3112488,348.398468,339.2532654,311.9442444,311.667511,309.5278931,
1113,Russell County (AL),701.9631958,675.6462402,695.4924316,718.6660156,750.9834595,787.0289917,843.0407104,863.4240112,889.322937,895.7475586,891.5139771,931.3969727,870.4491577,862.5176392,999.7023926,982.5422974,982.8616943,1005.930176,1023.564209,1080.256714,1139.890991,1130.811768,1184.605469,1211.296387,
1115,St. Clair County (AL),564.0820923,573.8378906,589.2459106,615.4375,690.8540649,748.9093018,781.6880493,843.9777832,882.7477417,919.3380737,952.5575562,973.2317505,994.1436157,1057.063599,1099.165894,1141.461426,1196.580322,1261.275024,1274.427979,1186.068481,1249.463745,1268.323853,1319.548584,1395.449341,
1117,Shelby County (AL),1945.940063,2004.91333,2153.912354,2203.396973,2350.726074,2564.397949,2835.086426,3158.134033,3430.594971,3738.041504,3754.518066,3804.0354,3926.153564,4449.5,4857.419922,5181.506836,5571.741699,6750.112305,6814.541504,6480.810547,6639.708008,6778.44873,7027.454102,7447.375,
1119,Sumter County (AL),291.0398254,297.2313843,307.5452881,310.7524414,315.0951233,321.973114,320.672821,307.3854675,313.6598206,301.7388,287.3005371,276.7910156,277.002655,287.6589966,288.9376526,298.5438232,290.755249,294.0624084,281.1465759,271.3052063,260.1233521,239.5917969,237.163147,235.5602875,
1121,Talladega County (AL),1315.199219,1296.560669,1329.588257,1348.199097,1439.427856,1496.000244,1516.707275,1595.811279,1658.955566,1678.621826,1736.428711,1743.813721,1899.899536,1997.828979,2248.969238,2398.028809,2392.673096,2334.68457,2243.958008,1905.029053,2061.439697,2146.441162,2181.333496,2264.215576,
1123,Tallapoosa County (AL),868.901001,801.333252,856.2820435,850.8538208,879.9102173,914.4000244,939.821167,986.0068359,994.010376,921.557251,968.1036987,965.6121826,936.4324341,960.0948486,1032.567383,1080.359985,1040.463745,972.5510254,946.9735107,886.6499634,887.7417603,875.432251,880.9644165,902.0214844,
1125,Tuscaloosa County (AL),4591.888184,4773.55127,4716.390137,4829.641602,5171.504883,5370.808594,5448.229004,5527.942871,5946.687012,6055.5625,6106.431152,6157.291504,6431.009277,6622.189941,7133.499023,7183.364746,7280.650391,7448.810547,7538.685547,7356.990723,7536.083984,7989.979492,8047.655273,8163.908203,
1127,Walker County (AL),1181.615479,1186.934082,1200.09668,1190.171387,1267.020996,1366.533081,1380.053101,1341.434448,1378.4729,1435.068848,1351.238525,1326.782349,1335.994873,1384.502075,1429.781738,1461.89856,1455.816284,1473.079712,1508.130615,1462.654175,1451.938843,1483.962769,1505.633667,1510.238281,
1129,Washington County (AL),422.5435181,417.7088623,418.196167,432.6303711,445.7905273,441.5610352,455.9721985,482.5473938,427.4923706,434.2475891,454.5644531,413.3074951,395.7763367,466.273407,496.9406433,493.6775818,513.3841553,518.8604736,455.1771851,470.3578186,537.1318359,454.9019775,459.428009,460.0365906,
1131,Wilcox County (AL),219.8147736,205.8677826,201.2561646,205.9794617,212.300415,212.7169647,215.879715,223.0143585,226.410141,238.4129639,238.6127167,240.1439056,241.1063538,250.2241364,258.7792664,261.1844482,255.1559448,237.1073608,229.6118469,206.5744019,203.0713043,200.0230255,200.5640869,201.2942047,
1133,Winston County (AL),412.1225891,424.2938538,477.8151245,529.866272,575.7787476,596.7177124,627.8308105,660.7455444,663.8724365,688.3276978,603.8937988,567.2349854,571.5355835,568.5442505,608.7770386,643.8922729,673.043335,611.3916626,549.2788086,492.2380066,524.7315674,560.8823242,571.9172974,602.3583374,
2013,Aleutians East Borough (AK),116.9945908,116.8683624,134.0691528,107.3259506,106.2162399,123.608963,134.1537323,124.933342,138.4638214,122.3265228,117.7580872,225.8286896,125.2902908,127.9899597,128.2292175,128.6555481,155.9230042,151.5047607,144.7499847,151.0942078,139.5181427,133.2612152,138.7824402,155.8059692,
2016,Aleutians West Census Area (AK),394.9940796,386.6986389,414.255249,436.2521973,332.23172,320.8946228,328.9196167,246.4035339,248.1640625,266.9494324,241.7623138,228.6526031,238.8375244,271.9834595,274.1462402,288.4239502,322.3707581,323.9090576,312.9994812,312.8722229,286.5541382,281.5692139,296.1731262,327.5915222,
2020,Anchorage Borough (AK),19267.24023,17366.48828,17466.83008,17189.29883,16930.34375,17227.54688,16466.17188,16262.68066,16076.72461,16656.81445,15350.2627,15961.9082,16329.28125,15944.46973,16341.41602,16769.65625,17506.00586,17823.93945,17907.50977,19193.08984,18971.17578,19669.80469,20047.8125,20469.41797,
2050,Bethel Census Area (AK),481.530365,448.7671814,507.8762817,568.1448364,570.7200928,596.6586914,601.5118408,588.3377075,538.0116577,528.9985352,553.7173462,544.0858154,626.2849731,670.1287842,659.4942627,642.4859009,649.9693604,623.3505249,647.5629272,663.5482178,719.5112915,770.173645,780.6644897,757.4828491,
2060,Bristol Bay Borough (AK),104.8992462,113.07798,113.2178879,102.0669403,103.761673,104.256752,105.5776978,97.60111237,91.74758911,80.95659637,103.9306717,110.9701767,128.8672028,155.551712,169.7339325,167.4077606,172.0045776,181.732605,133.5233154,151.982254,155.3564301,175.5682983,170.8281555,186.9229431,
2068,Denali Borough (AK),75.34474182,104.2969131,269.7111511,264.1559448,211.9904327,110.4971466,162.0241241,292.5980835,359.7288818,423.661499,421.5725708,431.600769,451.9068604,309.7235413,356.8499146,344.3301697,355.9335938,365.3076782,358.3838501,379.7432556,394.9932251,397.5222473,395.1754761,394.4858398,
2070,Dillingham Census Area (AK),169.5859222,119.6518097,133.4940643,131.2688751,127.6022873,132.2713776,140.7662354,143.3365021,155.8206635,159.5234833,177.5679932,172.6567841,170.9192047,180.624939,188.0995941,198.3742981,220.390213,210.8370056,218.0001373,223.7858429,225.7125702,217.0043793,223.0790558,246.5150604,
2090,Fairbanks North Star Borough (AK),3305.057861,2707.848389,3117.680664,3334.935791,3161.456055,3598.762451,3684.016113,3726.168213,3679.436768,3870.701904,4023.755615,4466.942383,3893.214844,4199.614746,4421.978516,4457.679199,4535.441895,4551.706543,4720.563477,4627.456055,5076.073242,5374.286621,5388.979492,5443.467773,
2100,Haines Borough (AK),59.3612709,62.62598038,49.272789,80.59314728,78.26969147,54.20235062,63.0598793,65.57785797,68.96922302,88.14758301,86.16734314,84.32987976,94.17489624,98.52285767,122.9807587,126.2759781,145.1152954,148.5261536,142.1828766,128.6229248,97.05235291,104.8383179,107.9594269,106.0373535,
2105,Hoonah-Angoon Census Area,96.79669952,113.0254898,106.7102966,123.8939438,94.53222656,78.06556702,79.90506744,86.13674927,77.64305878,85.46893311,84.74327087,81.27507019,91.20661163,89.00688934,88.84397125,90.59087372,102.3856812,104.6515503,100.8677597,91.03465271,89.99137878,85.51876068,85.68295288,83.7973938,
2110,Juneau Borough (AK),1351.891846,1243.473633,1339.72522,1328.594604,1372.628296,1635.963013,1751.444946,1808.473389,1688.977661,1720.871094,1729.692505,1687.085571,1743.668823,1796.936279,1844.57605,1847.469971,1987.689209,1979.484009,1984.157349,1997.765747,2151.712646,2321.050049,2314.161133,2462.693604,
2122,Kenai Peninsula Borough (AK),2064.311279,1802.649902,1945.554443,1993.883179,2105.230225,2416.751709,2367.828369,2445.913086,2159.195801,2182.428955,2522.25415,2741.328369,2674.140869,2561.986816,2699.787354,2507.567871,2504.181396,2493.965576,2683.874268,2873.957275,2400.703369,2196.957275,2227.592529,1947.980103,
2130,Ketchikan Gateway Borough (AK),1051.599243,894.6452637,843.6801147,797.6865845,775.6710815,889.7623291,901.2991333,796.8546143,710.1287842,730.260376,747.5029297,683.1525879,650.3586426,649.5119019,664.7216187,666.9700928,694.1184692,730.9541626,741.2338257,721.8129883,761.319458,789.1157837,780.9247437,791.3260498,
2150,Kodiak Island Borough (AK),543.1584473,494.8649902,522.5352173,512.4788818,540.6429443,553.0213623,566.046936,534.1950684,485.7818604,538.7316895,542.9846802,599.6170044,548.6744385,543.8641968,621.0213013,590.31427,601.8649292,623.9428101,698.723938,685.1558838,762.1276245,819.4343872,837.2443237,846.1982422,
2164,Lake and Peninsula Borough (AK),35.97478104,31.52330017,36.47332001,39.28144073,33.10718155,37.54347992,38.68333817,38.62726974,42.7378006,44.51729965,44.54407883,36.73149109,37.34067154,46.01177979,50.26298904,51.11331177,58.10523987,69.83223724,65.20108795,64.48586273,72.96192169,68.58071899,68.41474915,65.73059082,
2170,Matanuska-Susitna Borough (AK),686.6706543,700.9417114,633.5952148,685.5458374,780.5001221,861.100647,814.4245605,828.6596069,916.7441406,1003.976135,1145.632813,1229.641357,1335.987183,1520.203857,1670.069092,1715.654907,1735.304443,1716.678589,1813.584229,1865.043213,2055.948242,2143.873779,2212.463135,2251.272949,
2180,Nome Census Area (AK),293.3930359,282.7224426,255.5518341,241.2216492,251.6644897,285.020752,309.0588074,308.2064209,354.8468933,337.4971008,350.5302429,353.8871765,373.9604187,395.8743896,421.7241821,391.2989807,361.7574768,364.85672,406.550354,381.1060791,395.0540466,377.0801086,376.1520081,398.7738647,
2185,North Slope Borough (AK),5917.730957,5354.432617,4802.517578,4628.625488,5365.925293,5751.062012,5692.996094,6173.355469,4966.374512,3543.269043,3326.364014,3476.517334,5032.861816,4038.343262,4613.560059,3967.37085,4858.611328,5391.071777,5126.362305,6800.269531,5635.303223,5190.899902,5171.664551,5240.179199,
2188,Northwest Arctic Borough (AK),337.7802429,323.0814209,337.4721069,314.5117188,335.0111389,370.7539978,366.2212524,389.0411987,404.0454102,401.4849548,444.8301086,384.905365,349.9360962,346.3036499,344.65979,373.1264954,411.9645386,411.3060608,406.7965698,378.1488953,398.7710266,381.561676,380.3485413,389.353241,
2195,Petersburg Census Area (AK),279.4521179,224.2263947,243.5197296,217.8209991,191.6394958,193.4725952,205.0856171,207.0088348,200.0086823,186.3069153,186.3527069,207.9591064,179.9104614,191.8319855,209.9063873,208.3248291,185.3219757,164.2312927,166.5159607,189.9676971,208.6194,214.4267273,213.1501465,226.8683929,
2198,Prince of Wales-Hyder Census Area (AK),351.4909058,288.5082703,319.9520569,294.194519,268.7591553,288.3558655,312.6160278,308.8399048,284.528717,262.0701904,261.9165955,280.784729,248.8480988,275.1922607,294.1838074,282.9937744,259.9084473,228.9975281,221.593338,211.9538422,256.0639038,280.8561401,272.9228821,277.8036804,
